episode,avg_return,success_proxy,delay_proxy,energy_proxy,edges,KL,m,rho_bar,deltaE_size,rejects,loss_pi,loss_v_mse,loss_v_rmse,value_clip_frac,ret_mean,ret_std,lr
153,-3.657674,0.183125,0.966787,0.762156,99,0.043256,10,1.000000,202,2328,0.026825,0.354111,0.597276,0.015625,-171.643707,63.007889,0.000119
154,-4.369128,0.174077,0.985882,0.736299,99,0.035961,10,1.000000,215,2329,-0.008762,0.664882,0.843854,0.058594,-192.869476,84.778473,0.000123
155,-3.672349,0.171936,0.941954,0.762385,99,0.038186,10,1.000000,205,2334,0.033091,0.332798,0.578285,0.015637,-177.804504,62.271816,0.000127
156,-3.519125,0.179891,0.956652,0.761428,99,0.039665,10,1.000000,218,2321,0.041902,0.268702,0.519707,0.011719,-171.583160,57.556522,0.000130
157,-4.596728,0.142800,0.965525,0.831228,99,0.032291,10,1.000000,215,2316,0.017980,0.779929,0.897897,0.050781,-193.925598,75.912285,0.000134
158,-4.513316,0.161373,0.972775,0.777810,99,0.033681,10,1.000000,211,2323,-0.001309,0.719433,0.882652,0.066406,-213.965210,83.947441,0.000138
159,-3.483124,0.185381,0.965941,0.747837,99,0.029054,10,1.000000,205,2338,0.040409,0.434958,0.662524,0.015625,-196.204224,65.684731,0.000152
160,-4.269417,0.144205,0.955890,0.720776,99,0.037884,10,1.000000,226,2307,0.015713,0.789379,0.892072,0.046875,-228.572220,83.613564,0.000157
161,-3.626541,0.181486,0.945300,0.734794,99,0.031357,10,1.000000,222,2321,0.033993,0.503128,0.711996,0.015625,-190.815842,68.496971,0.000162
162,-4.104728,0.145091,0.953069,0.778312,99,0.032798,10,1.000000,217,2323,0.040533,0.389254,0.625055,0.015625,-188.402390,71.316978,0.000166
163,-3.523655,0.178747,0.957840,0.709271,99,0.030545,10,1.000000,225,2315,0.032338,0.272756,0.522898,0.007812,-174.225357,72.607903,0.000171
164,-3.788322,0.162427,0.956035,0.761996,99,0.026793,10,1.000000,214,2334,0.017539,0.288723,0.537705,0.003906,-148.878418,62.427986,0.000189
165,-3.666712,0.157939,0.944561,0.796789,99,0.030717,10,1.000000,209,2334,0.030295,0.246280,0.499043,0.015625,-179.111588,67.810982,0.000194
166,-3.714085,0.174760,0.939711,0.736556,99,0.035365,10,1.000000,219,2324,0.029137,0.333501,0.580667,0.015625,-162.675812,61.897865,0.000200
167,-3.836916,0.183394,0.952396,0.752238,99,0.027915,10,1.000000,215,2325,0.029578,0.350860,0.599028,0.027344,-183.889191,66.644699,0.000220
168,-3.881587,0.156966,0.946236,0.812111,100,0.022510,10,1.000000,212,2324,0.044635,0.238189,0.492603,0.023438,-171.675339,60.068989,0.000242
169,-3.802182,0.164018,0.968992,0.798617,100,0.027130,10,1.000000,208,2337,0.038626,0.312781,0.563798,0.019531,-186.160324,63.404819,0.000266
170,-3.913524,0.152063,0.969800,0.738605,99,0.024959,10,1.000000,216,2323,0.027121,0.393691,0.634853,0.019531,-206.849930,68.436066,0.000293
171,-3.779970,0.168340,0.961912,0.733051,99,0.023963,10,1.000000,199,2343,0.031500,0.620899,0.789630,0.015625,-188.562561,64.296555,0.000300
172,-4.073922,0.159578,0.951847,0.780422,99,0.019224,10,1.000000,208,2333,0.031660,0.558858,0.747568,0.000000,-168.649765,67.022591,0.000300
